hour,day_of_week,is_weekend,road_type,weather,temperature,precipitation,vehicle_count,free_flow_speed,avg_speed,delay_min,risk_score,congestion_level
15,1,0,Highway,Clear,27.5,0.0,1155,85.0,53.5,8.1,40,MEDIUM
11,5,1,Arterial,Storm,10.9,4.67,539,58.3,32.3,7.0,58,MEDIUM
18,6,1,Urban,Clear,21.7,0.0,479,37.2,23.8,9.5,41,MEDIUM
21,6,1,Highway,Clear,17.1,0.0,768,90.9,74.3,1.7,22,LOW
22,6,1,Highway,Clear,31.5,0.0,402,95.0,92.4,2.3,23,LOW
21,5,1,Highway,Rain,19.7,5.0,590,100.2,78.1,0.0,11,LOW
13,1,0,Highway,Clear,23.8,0.0,1061,82.9,60.7,6.7,53,MEDIUM
5,6,1,Urban,Clear,40.3,0.0,305,42.6,36.0,0.8,14,LOW
5,6,1,Urban,Clear,32.5,0.0,286,40.0,35.8,0.0,28,LOW
12,2,0,Arterial,Clear,19.8,0.0,951,58.5,32.7,7.6,55,MEDIUM
18,3,0,Highway,Clear,33.8,0.0,1956,85.3,13.6,19.6,70,HIGH
21,5,1,Arterial,Rain,23.0,1.38,234,67.1,53.6,0.3,29,LOW
7,5,1,Arterial,Clear,33.8,0.0,220,53.5,53.5,1.9,32,LOW
1,4,0,Urban,Clear,25.1,0.0,116,38.5,35.7,1.6,19,LOW
20,5,1,Arterial,Clear,21.3,0.0,358,61.5,56.0,0.0,11,LOW
0,1,0,Highway,Clear,20.6,0.0,411,92.3,86.4,1.2,37,LOW
14,5,1,Arterial,Clear,30.0,0.0,996,65.0,30.3,12.9,91,HIGH
0,2,0,Urban,Clear,34.4,0.0,203,37.4,34.3,0.0,18,LOW
4,3,0,Arterial,Clear,30.6,0.0,338,62.5,56.5,0.9,26,LOW
15,3,0,Arterial,Clear,25.0,0.0,674,59.7,40.9,6.5,65,MEDIUM
18,5,1,Highway,Clear,15.4,0.0,1413,90.2,45.2,5.9,59,MEDIUM
3,6,1,Arterial,Rain,23.5,2.03,394,58.2,44.2,0.0,33,LOW
2,0,0,Urban,Clear,19.2,0.0,286,40.5,34.0,2.3,11,LOW
16,0,0,Highway,Rain,37.6,1.12,1393,89.3,39.4,34.3,70,HIGH
16,6,1,Arterial,Rain,25.2,1.93,669,58.6,37.6,6.0,57,MEDIUM
11,6,1,Highway,Clear,30.1,0.0,453,87.4,81.0,1.0,18,LOW
13,6,1,Highway,Rain,25.6,3.98,1429,91.9,39.5,34.2,84,HIGH
20,1,0,Highway,Clear,31.0,0.0,1911,83.3,15.6,25.6,81,HIGH
5,0,0,Highway,Clear,33.0,0.0,532,89.0,83.5,0.3,29,LOW
2,6,1,Arterial,Clear,44.3,0.0,416,56.9,53.7,2.2,29,LOW
8,1,0,Highway,Clear,24.8,0.0,2700,89.4,15.6,27.0,85,HIGH
4,4,0,Highway,Clear,35.3,0.0,390,89.4,83.3,0.8,26,LOW
23,1,0,Urban,Clear,29.9,0.0,157,42.6,41.0,0.0,15,LOW
16,0,0,Arterial,Clear,24.0,0.0,754,62.6,38.0,9.4,60,MEDIUM
13,5,1,Arterial,Clear,24.5,0.0,842,61.2,36.8,7.4,46,MEDIUM
20,4,0,Arterial,Clear,31.3,0.0,1272,60.7,11.7,19.6,72,HIGH
2,0,0,Arterial,Clear,25.9,0.0,263,59.2,55.4,0.6,10,LOW
0,1,0,Highway,Clear,28.7,0.0,544,89.0,80.7,1.7,13,LOW
19,2,0,Urban,Clear,32.7,0.0,758,34.8,8.0,27.3,96,HIGH
20,3,0,Highway,Clear,45.5,0.0,2153,93.7,15.3,30.1,79,HIGH
22,0,0,Arterial,Clear,28.2,0.0,456,61.1,56.4,0.1,19,LOW
0,6,1,Highway,Fog,20.1,0.06,832,96.0,64.6,5.7,67,MEDIUM
2,1,0,Arterial,Rain,30.8,0.39,135,57.8,51.2,2.2,21,LOW
17,6,1,Arterial,Clear,24.6,0.0,1045,65.0,27.8,33.0,94,HIGH
9,6,1,Arterial,Rain,41.3,4.03,266,59.2,47.2,1.9,33,LOW
21,6,1,Highway,Clear,24.5,0.0,691,87.1,75.7,1.3,14,LOW
2,6,1,Arterial,Clear,28.1,0.0,416,66.2,59.7,1.9,28,LOW
7,6,1,Urban,Fog,32.4,0.39,191,41.1,32.4,0.0,33,LOW
13,4,0,Urban,Clear,31.4,0.0,348,45.0,36.0,1.9,17,LOW
23,0,0,Highway,Fog,37.7,0.28,605,90.9,63.0,9.8,55,MEDIUM
17,0,0,Arterial,Clear,32.7,0.0,974,63.2,27.6,16.9,90,HIGH
14,3,0,Urban,Clear,44.4,0.0,556,43.1,28.4,8.1,43,MEDIUM
21,1,0,Arterial,Clear,31.1,0.0,308,58.9,52.8,1.1,32,LOW
22,2,0,Arterial,Clear,37.1,0.0,311,61.4,55.6,0.1,27,LOW
1,4,0,Urban,Clear,24.7,0.0,147,40.5,39.5,0.0,15,LOW
9,1,0,Urban,Clear,41.8,0.0,928,42.5,8.0,21.3,86,HIGH
1,4,0,Arterial,Rain,25.6,0.7,175,55.7,47.6,1.3,21,LOW
16,0,0,Arterial,Clear,38.4,0.0,637,62.4,48.9,0.0,8,LOW
7,6,1,Highway,Clear,34.2,0.0,795,94.6,76.7,1.5,24,LOW
0,3,0,Arterial,Clear,28.5,0.0,229,57.3,54.1,0.2,20,LOW
8,3,0,Highway,Rain,38.5,1.97,2276,85.6,8.6,15.9,90,HIGH
10,5,1,Highway,Clear,27.9,0.0,771,81.7,69.5,2.5,36,LOW
21,2,0,Arterial,Clear,37.6,0.0,244,68.3,67.0,1.3,20,LOW
15,3,0,Highway,Storm,30.6,16.2,980,86.3,41.8,18.1,93,HIGH
6,6,1,Arterial,Clear,25.4,0.0,258,65.7,63.6,3.3,18,LOW
9,0,0,Arterial,Clear,30.2,0.0,1457,59.2,8.0,15.0,75,HIGH
22,2,0,Arterial,Rain,28.2,4.05,538,64.4,46.2,4.3,42,MEDIUM
2,1,0,Arterial,Rain,24.9,0.41,307,62.3,50.1,0.8,16,LOW
17,6,1,Urban,Clear,29.6,0.0,750,46.3,13.8,21.4,71,HIGH
23,6,1,Highway,Clear,30.8,0.0,636,97.2,87.6,0.8,34,LOW
12,3,0,Urban,Rain,10.8,12.17,445,40.6,25.9,8.6,40,MEDIUM
6,2,0,Urban,Clear,31.5,0.0,328,40.9,36.4,0.3,33,LOW
3,0,0,Arterial,Fog,33.2,0.11,242,62.7,47.1,1.1,23,LOW
12,5,1,Arterial,Clear,38.2,0.0,1063,70.7,27.5,26.4,70,HIGH
19,4,0,Urban,Clear,19.3,0.0,789,40.2,9.3,19.3,89,HIGH
0,4,0,Highway,Clear,20.9,0.0,310,83.5,82.4,0.8,14,LOW
7,0,0,Arterial,Rain,29.5,0.87,230,61.0,48.9,1.8,12,LOW
13,0,0,Arterial,Fog,23.0,0.23,1044,57.4,13.6,23.1,93,HIGH
15,4,0,Highway,Clear,19.7,0.0,1544,91.1,41.2,31.9,71,HIGH
13,5,1,Urban,Fog,25.1,0.16,775,43.5,8.0,12.3,77,HIGH
11,2,0,Urban,Clear,25.5,0.0,520,41.5,26.7,9.2,53,MEDIUM
18,4,0,Urban,Clear,20.9,0.0,1055,38.2,8.0,30.9,85,HIGH
22,0,0,Highway,Rain,20.8,14.47,557,89.0,68.8,0.7,35,LOW
14,3,0,Highway,Rain,27.2,0.28,1089,84.7,50.2,7.2,54,MEDIUM
1,1,0,Arterial,Rain,17.9,1.28,201,65.1,54.1,0.7,18,LOW
1,5,1,Highway,Rain,17.7,1.69,719,94.1,69.1,4.2,53,MEDIUM
22,6,1,Arterial,Clear,28.5,0.0,220,55.6,55.5,0.9,34,LOW
21,5,1,Arterial,Clear,38.5,0.0,402,70.1,65.7,1.9,9,LOW
18,3,0,Arterial,Fog,33.1,0.25,1065,59.1,19.1,26.4,86,HIGH
21,3,0,Arterial,Clear,36.6,0.0,243,61.2,59.3,1.4,16,LOW
21,6,1,Arterial,Clear,15.4,0.0,444,58.6,50.0,0.0,35,LOW
16,0,0,Highway,Clear,18.1,0.0,1288,92.1,54.6,6.3,53,MEDIUM
19,4,0,Highway,Clear,28.1,0.0,2351,90.5,15.0,34.2,86,HIGH
9,2,0,Arterial,Rain,33.9,0.06,1055,54.4,18.3,25.4,78,HIGH
5,5,1,Arterial,Clear,32.5,0.0,399,64.7,55.1,0.7,18,LOW
14,6,1,Urban,Rain,18.6,0.3,507,37.5,24.8,5.8,66,MEDIUM
21,5,1,Urban,Clear,35.9,0.0,191,42.8,42.5,2.6,29,LOW
10,3,0,Urban,Clear,27.4,0.0,890,39.3,8.0,20.6,86,HIGH
4,4,0,Highway,Clear,33.4,0.0,477,90.3,85.2,0.0,12,LOW
0,5,1,Highway,Clear,23.8,0.0,330,92.4,90.9,2.1,22,LOW
7,2,0,Highway,Clear,17.2,0.0,427,90.7,85.1,1.4,16,LOW
20,3,0,Arterial,Clear,33.9,0.0,1771,63.0,10.8,13.8,78,HIGH
11,2,0,Arterial,Clear,31.3,0.0,1064,57.2,25.9,34.7,81,HIGH
11,4,0,Urban,Clear,19.3,0.0,506,43.1,30.6,9.2,51,MEDIUM
4,5,1,Arterial,Clear,23.3,0.0,181,55.9,53.6,1.2,12,LOW
6,1,0,Urban,Clear,32.8,0.0,230,37.3,32.9,1.9,32,LOW
3,5,1,Urban,Clear,29.4,0.0,278,41.7,34.9,1.1,17,LOW
5,4,0,Highway,Clear,31.5,0.0,291,95.2,89.6,1.3,12,LOW
12,5,1,Arterial,Rain,24.3,1.04,785,61.1,31.0,4.5,47,MEDIUM
19,6,1,Arterial,Clear,38.0,0.0,928,66.0,34.8,6.9,47,MEDIUM
14,5,1,Highway,Rain,27.2,2.83,1238,85.8,45.7,9.0,53,MEDIUM
2,0,0,Arterial,Rain,11.4,5.11,295,55.3,47.5,0.9,30,LOW
22,5,1,Arterial,Clear,28.7,0.0,190,63.4,57.9,0.0,23,LOW
7,5,1,Highway,Rain,32.2,4.06,638,90.6,69.5,0.7,12,LOW
19,2,0,Arterial,Clear,30.1,0.0,1628,63.2,8.3,14.9,79,HIGH
15,1,0,Arterial,Fog,25.0,0.28,741,55.9,31.8,6.2,63,MEDIUM
12,2,0,Highway,Fog,14.3,0.2,988,87.8,52.3,4.3,46,MEDIUM
17,2,0,Arterial,Clear,23.5,0.0,996,67.0,27.7,23.0,81,HIGH
9,3,0,Highway,Clear,24.1,0.0,2153,89.0,10.9,28.9,79,HIGH
18,0,0,Arterial,Clear,23.4,0.0,1731,65.7,11.0,21.9,79,HIGH
16,2,0,Highway,Clear,32.3,0.0,1041,93.9,63.4,5.7,47,MEDIUM
23,6,1,Urban,Clear,25.7,0.0,326,39.1,32.8,1.6,8,LOW
18,4,0,Arterial,Clear,37.7,0.0,1589,65.6,8.0,29.4,94,HIGH
22,6,1,Highway,Clear,26.4,0.0,438,91.6,86.8,1.2,28,LOW
4,4,0,Arterial,Clear,36.5,0.0,190,60.1,59.0,1.1,35,LOW
20,5,1,Arterial,Fog,29.5,0.44,180,59.7,46.8,1.1,35,LOW
22,3,0,Arterial,Rain,29.8,2.16,165,61.8,51.7,1.4,22,LOW
8,0,0,Arterial,Clear,23.2,0.0,1332,55.5,11.4,14.4,75,HIGH
11,6,1,Arterial,Clear,18.5,0.0,229,63.6,60.5,0.3,36,LOW
20,0,0,Highway,Clear,27.5,0.0,1758,92.2,28.6,15.9,87,HIGH
0,6,1,Highway,Clear,39.8,0.0,371,87.1,81.4,0.9,30,LOW
0,5,1,Arterial,Rain,24.8,1.24,377,54.9,40.4,9.1,49,MEDIUM
14,4,0,Arterial,Clear,23.7,0.0,723,59.0,40.4,7.4,49,MEDIUM
1,1,0,Arterial,Clear,26.8,0.0,229,61.0,58.6,0.8,33,LOW
21,3,0,Urban,Fog,40.4,0.31,253,40.5,27.1,6.7,44,MEDIUM
15,6,1,Arterial,Fog,33.5,0.35,809,60.6,29.7,22.1,86,HIGH
7,6,1,Urban,Clear,36.5,0.0,153,42.0,40.7,1.7,19,LOW
12,5,1,Highway,Clear,14.1,0.0,1615,84.2,30.6,24.3,74,HIGH
20,3,0,Highway,Clear,22.2,0.0,1967,89.7,10.8,25.6,72,HIGH
0,4,0,Urban,Clear,22.5,0.0,216,40.9,39.7,0.2,17,LOW
15,4,0,Arterial,Fog,36.0,0.2,759,61.8,32.2,9.1,63,MEDIUM
6,6,1,Urban,Clear,32.6,0.0,233,42.7,40.0,1.9,21,LOW
4,1,0,Highway,Clear,35.4,0.0,592,89.0,80.0,1.5,17,LOW
21,1,0,Arterial,Fog,14.9,0.01,497,60.2,41.2,8.1,65,MEDIUM
22,0,0,Urban,Rain,35.8,0.35,181,37.8,28.8,1.4,19,LOW
2,3,0,Highway,Storm,32.6,20.68,760,91.9,53.7,5.3,63,MEDIUM
11,3,0,Urban,Clear,21.5,0.0,556,37.4,26.1,8.9,59,MEDIUM
15,4,0,Arterial,Clear,26.6,0.0,759,62.3,43.1,5.7,50,MEDIUM
18,0,0,Arterial,Clear,21.7,0.0,1192,64.7,17.6,20.6,90,HIGH
4,5,1,Arterial,Clear,27.3,0.0,346,61.9,56.5,1.9,13,LOW
21,3,0,Urban,Clear,31.1,0.0,233,43.8,39.0,1.0,8,LOW
13,0,0,Highway,Clear,37.8,0.0,1059,87.7,63.3,4.2,54,MEDIUM
4,0,0,Highway,Clear,21.4,0.0,449,84.0,80.2,0.0,23,LOW
14,6,1,Urban,Fog,24.7,0.03,650,39.5,18.5,25.7,95,HIGH
16,4,0,Urban,Clear,20.3,0.0,510,38.2,26.5,8.7,46,MEDIUM
13,0,0,Highway,Rain,33.4,3.14,1310,87.5,44.0,8.8,57,MEDIUM
19,1,0,Arterial,Clear,17.0,0.0,1628,51.1,8.0,23.0,96,HIGH
4,1,0,Arterial,Rain,29.2,0.71,333,60.7,50.1,0.4,13,LOW
11,2,0,Arterial,Clear,19.4,0.0,545,60.1,49.8,0.0,36,LOW
15,4,0,Highway,Rain,28.3,0.91,1324,94.2,48.8,4.8,55,MEDIUM
15,6,1,Arterial,Clear,36.1,0.0,950,62.2,28.5,16.0,74,HIGH
20,5,1,Highway,Clear,24.4,0.0,637,89.1,78.5,0.5,37,LOW
6,2,0,Urban,Rain,29.5,1.12,246,42.7,34.2,0.1,28,LOW
3,1,0,Urban,Clear,21.7,0.0,93,42.7,41.6,1.3,35,LOW
0,6,1,Arterial,Clear,27.2,0.0,551,58.1,51.3,0.0,33,LOW
4,2,0,Highway,Rain,17.1,0.14,692,91.0,70.8,1.4,37,LOW
22,4,0,Highway,Fog,33.0,0.09,471,97.6,72.2,8.4,64,MEDIUM
9,6,1,Arterial,Clear,25.1,0.0,287,61.3,59.4,1.9,35,LOW
21,4,0,Arterial,Clear,26.5,0.0,256,56.7,52.0,2.3,18,LOW
4,0,0,Arterial,Clear,28.5,0.0,199,55.5,54.1,1.4,34,LOW
3,3,0,Arterial,Clear,14.2,0.0,323,54.1,50.6,1.9,13,LOW
1,0,0,Arterial,Storm,23.2,12.51,212,51.8,29.7,4.7,65,MEDIUM
19,4,0,Highway,Clear,28.9,0.0,1786,87.6,19.7,22.2,77,HIGH
9,6,1,Highway,Clear,26.9,0.0,361,89.1,85.5,1.8,29,LOW
18,1,0,Highway,Storm,43.2,8.91,1505,85.1,25.3,29.8,92,HIGH
0,5,1,Highway,Clear,36.8,0.0,355,86.6,81.1,1.3,24,LOW
23,1,0,Arterial,Clear,29.0,0.0,278,56.2,48.7,1.1,33,LOW
4,6,1,Urban,Clear,20.8,0.0,112,35.3,33.7,1.6,33,LOW
12,0,0,Urban,Clear,24.5,0.0,520,39.5,26.3,8.8,55,MEDIUM
3,5,1,Highway,Clear,32.6,0.0,641,93.3,85.2,1.0,33,LOW
15,6,1,Highway,Clear,28.5,0.0,1521,87.5,38.2,34.8,70,HIGH
23,4,0,Highway,Clear,36.9,0.0,473,95.7,86.3,0.8,23,LOW
15,1,0,Highway,Clear,28.5,0.0,800,90.8,73.1,1.1,27,LOW
22,4,0,Arterial,Clear,28.8,0.0,197,63.6,62.0,2.0,20,LOW
1,5,1,Arterial,Clear,39.4,0.0,375,60.1,56.4,1.6,26,LOW
16,5,1,Highway,Clear,20.3,0.0,1237,93.4,59.6,7.4,49,MEDIUM
19,1,0,Highway,Clear,40.1,0.0,1978,82.9,11.9,34.2,82,HIGH
23,4,0,Highway,Clear,33.4,0.0,404,94.2,88.9,0.4,33,LOW
11,2,0,Highway,Clear,48.0,0.0,978,90.0,68.3,0.9,16,LOW
17,4,0,Arterial,Clear,23.1,0.0,1800,64.4,8.0,18.9,71,HIGH
2,5,1,Highway,Clear,39.4,0.0,305,88.7,88.7,1.8,29,LOW
0,4,0,Arterial,Rain,28.9,5.59,472,67.0,50.3,2.0,17,LOW
0,6,1,Arterial,Clear,26.7,0.0,277,62.1,59.5,0.8,24,LOW
18,0,0,Urban,Rain,30.1,0.22,974,37.3,8.0,20.5,78,HIGH
10,2,0,Urban,Rain,28.9,7.69,785,43.4,8.5,17.4,74,HIGH
4,3,0,Arterial,Clear,22.5,0.0,288,55.8,54.8,0.5,23,LOW
11,6,1,Highway,Clear,27.1,0.0,437,84.4,81.9,1.5,37,LOW
2,0,0,Arterial,Storm,30.1,58.26,436,65.2,36.7,4.6,65,MEDIUM
0,3,0,Urban,Clear,25.0,0.0,284,41.0,38.2,0.2,16,LOW
0,1,0,Highway,Rain,31.8,0.06,288,90.4,78.4,2.7,11,LOW
7,3,0,Arterial,Clear,25.9,0.0,216,58.0,56.4,0.2,36,LOW
9,6,1,Urban,Clear,31.2,0.0,234,42.5,37.0,1.5,26,LOW
10,4,0,Arterial,Clear,30.4,0.0,1214,58.9,13.1,25.4,89,HIGH
11,6,1,Highway,Clear,31.2,0.0,259,91.0,89.8,2.0,34,LOW
12,3,0,Highway,Clear,18.6,0.0,805,84.4,69.0,1.7,29,LOW
11,5,1,Arterial,Clear,35.7,0.0,317,59.8,52.8,2.0,33,LOW
13,0,0,Highway,Fog,21.9,0.48,911,90.9,54.4,8.8,42,MEDIUM
1,0,0,Arterial,Rain,26.7,0.94,199,62.1,51.2,0.1,26,LOW
18,3,0,Arterial,Clear,23.5,0.0,1224,61.4,14.5,17.1,80,HIGH
17,0,0,Highway,Rain,28.5,4.13,1713,88.3,21.5,18.3,75,HIGH
2,5,1,Urban,Rain,27.2,1.21,219,40.9,31.1,1.3,29,LOW
22,6,1,Arterial,Fog,32.6,0.26,364,63.9,45.2,8.0,55,MEDIUM
16,0,0,Highway,Clear,28.3,0.0,1096,82.6,58.3,5.8,49,MEDIUM
7,3,0,Urban,Rain,25.3,2.5,111,39.5,35.8,1.1,36,LOW
9,2,0,Urban,Clear,15.4,0.0,803,40.6,10.5,24.3,93,HIGH
1,2,0,Arterial,Clear,34.2,0.0,380,56.3,51.0,1.0,16,LOW
18,1,0,Urban,Storm,31.6,6.48,840,42.8,8.0,21.1,97,HIGH
8,0,0,Arterial,Clear,34.5,0.0,1354,62.4,11.6,21.9,79,HIGH
6,6,1,Urban,Clear,26.7,0.0,200,43.0,42.0,1.0,37,LOW
3,3,0,Arterial,Fog,30.5,0.36,338,68.6,51.2,7.7,66,MEDIUM
20,0,0,Arterial,Clear,23.4,0.0,1253,61.3,8.0,24.4,93,HIGH
17,4,0,Urban,Fog,22.8,0.3,862,39.2,8.0,31.8,78,HIGH
12,5,1,Arterial,Rain,26.0,2.48,816,63.8,34.2,9.3,48,MEDIUM
10,0,0,Highway,Clear,34.5,0.0,2041,87.1,12.3,29.1,89,HIGH
23,0,0,Arterial,Clear,26.1,0.0,345,61.9,59.4,0.6,28,LOW
3,2,0,Arterial,Rain,27.6,14.23,485,64.1,47.1,4.0,42,MEDIUM
20,5,1,Highway,Clear,29.7,0.0,397,94.2,91.6,1.1,21,LOW
3,3,0,Urban,Fog,28.2,0.47,129,44.2,33.6,0.1,18,LOW
9,0,0,Highway,Rain,35.1,10.89,1705,88.6,25.8,24.9,95,HIGH
4,2,0,Highway,Clear,22.8,0.0,258,93.5,93.5,0.7,29,LOW
8,1,0,Urban,Clear,28.7,0.0,1032,40.3,8.0,18.6,72,HIGH
23,5,1,Arterial,Fog,31.3,0.44,222,61.0,44.4,6.6,53,MEDIUM
2,2,0,Highway,Clear,16.5,0.0,397,91.3,87.5,1.8,8,LOW
16,2,0,Arterial,Clear,29.9,0.0,708,62.2,43.8,8.3,42,MEDIUM
2,6,1,Arterial,Rain,37.4,1.03,220,59.9,49.5,1.7,18,LOW
15,2,0,Highway,Rain,25.5,1.51,924,82.9,52.0,8.8,66,MEDIUM
3,6,1,Urban,Clear,20.4,0.0,157,40.5,39.0,0.3,30,LOW
17,0,0,Arterial,Clear,31.3,0.0,1386,61.4,15.6,30.9,97,HIGH
16,0,0,Arterial,Clear,29.3,0.0,948,59.8,29.5,34.8,90,HIGH
6,1,0,Arterial,Rain,38.7,0.92,265,61.7,51.1,2.5,37,LOW
23,4,0,Arterial,Fog,31.1,0.49,195,59.5,41.7,8.3,43,MEDIUM
22,4,0,Highway,Fog,21.4,0.08,292,88.6,67.3,1.7,27,LOW
4,4,0,Highway,Clear,21.1,0.0,357,97.0,91.6,1.3,14,LOW
11,6,1,Arterial,Rain,34.0,1.6,512,69.0,52.5,2.1,23,LOW
16,5,1,Urban,Storm,30.5,4.22,505,42.6,19.5,16.5,84,HIGH
22,5,1,Highway,Clear,27.6,0.0,527,87.1,79.8,0.7,23,LOW
12,1,0,Arterial,Clear,29.2,0.0,727,60.9,44.2,9.1,55,MEDIUM
22,5,1,Urban,Rain,31.1,0.89,148,40.5,35.9,0.0,12,LOW
2,4,0,Highway,Clear,30.6,0.0,376,93.4,91.8,1.6,15,LOW
8,4,0,Highway,Clear,17.5,0.0,1473,90.9,42.8,33.5,70,HIGH
16,2,0,Highway,Clear,36.5,0.0,1168,93.1,58.8,8.4,46,MEDIUM
16,5,1,Arterial,Clear,37.0,0.0,985,67.2,33.2,24.6,78,HIGH
19,0,0,Highway,Clear,40.7,0.0,2071,80.8,11.2,34.9,97,HIGH
15,0,0,Arterial,Clear,39.1,0.0,670,58.0,45.7,0.7,36,LOW
21,2,0,Arterial,Storm,38.0,4.84,429,63.8,36.2,6.6,48,MEDIUM
12,2,0,Arterial,Rain,26.0,3.57,684,59.8,40.0,5.4,64,MEDIUM
18,2,0,Highway,Rain,30.1,0.28,1529,93.0,35.2,21.4,91,HIGH
16,0,0,Arterial,Clear,36.2,0.0,1133,59.2,25.5,25.6,76,HIGH
3,4,0,Urban,Rain,15.4,2.97,316,44.7,33.3,9.9,64,MEDIUM
11,2,0,Urban,Rain,26.5,5.99,420,43.5,27.9,4.8,62,MEDIUM
8,1,0,Urban,Clear,16.1,0.0,702,40.9,13.7,24.9,81,HIGH
18,6,1,Arterial,Clear,30.0,0.0,1224,66.7,13.4,14.7,88,HIGH
11,2,0,Arterial,Clear,36.9,0.0,966,61.2,29.4,27.9,90,HIGH
8,6,1,Highway,Rain,28.1,5.09,495,90.3,74.5,1.5,27,LOW
6,3,0,Highway,Clear,24.0,0.0,440,97.4,92.3,0.2,30,LOW
13,2,0,Highway,Rain,30.0,0.57,1274,83.0,47.2,5.9,54,MEDIUM
19,0,0,Arterial,Clear,30.9,0.0,1230,60.7,14.2,27.3,75,HIGH
18,5,1,Highway,Clear,31.4,0.0,1730,91.8,27.3,14.7,71,HIGH
14,2,0,Highway,Rain,19.5,8.62,1073,88.9,57.9,4.2,55,MEDIUM
15,5,1,Urban,Clear,29.7,0.0,616,37.8,16.8,29.3,84,HIGH
20,3,0,Highway,Clear,29.3,0.0,2258,89.6,18.1,30.2,97,HIGH
4,1,0,Highway,Storm,34.6,16.7,646,82.4,51.8,8.7,49,MEDIUM
2,5,1,Highway,Rain,27.5,0.02,395,97.8,84.6,0.7,17,LOW
11,6,1,Arterial,Clear,41.8,0.0,360,66.4,62.2,1.5,36,LOW
19,4,0,Arterial,Clear,28.6,0.0,1548,60.3,9.2,29.6,92,HIGH
20,2,0,Arterial,Clear,24.7,0.0,1443,58.8,8.8,26.8,75,HIGH
3,3,0,Arterial,Fog,21.0,0.37,336,54.1,43.3,1.6,21,LOW
20,3,0,Urban,Clear,24.4,0.0,960,38.0,8.0,31.2,85,HIGH
22,5,1,Urban,Clear,22.4,0.0,271,44.4,36.2,0.6,17,LOW
15,1,0,Urban,Clear,26.9,0.0,489,40.0,25.1,8.4,54,MEDIUM
6,0,0,Urban,Rain,39.8,4.68,224,38.5,30.4,0.0,36,LOW
12,2,0,Arterial,Rain,17.8,2.4,694,60.2,40.8,4.2,53,MEDIUM
20,3,0,Highway,Storm,18.3,2.47,2470,87.3,8.0,20.0,97,HIGH
9,1,0,Highway,Clear,26.4,0.0,1568,82.1,34.4,20.1,72,HIGH
6,4,0,Highway,Rain,18.5,3.04,436,88.5,72.9,1.6,24,LOW
13,3,0,Arterial,Clear,21.1,0.0,845,55.8,32.4,8.4,59,MEDIUM
4,1,0,Urban,Clear,30.4,0.0,244,41.3,41.0,1.3,24,LOW
2,0,0,Arterial,Rain,27.6,5.08,488,63.7,48.0,2.5,12,LOW
22,0,0,Highway,Clear,31.1,0.0,457,86.4,80.2,1.5,37,LOW
10,3,0,Arterial,Clear,32.1,0.0,1272,60.8,9.7,24.9,78,HIGH
10,6,1,Urban,Rain,37.4,1.11,264,40.0,32.3,1.0,8,LOW
17,3,0,Arterial,Clear,30.7,0.0,1063,57.1,22.7,27.5,84,HIGH
14,5,1,Urban,Clear,36.4,0.0,698,33.2,8.4,23.6,73,HIGH
11,2,0,Urban,Clear,28.7,0.0,453,36.9,28.4,1.8,37,LOW
8,1,0,Urban,Clear,30.7,0.0,884,37.7,8.0,26.9,71,HIGH
9,3,0,Urban,Fog,30.6,0.33,1113,40.4,8.0,20.9,91,HIGH
11,2,0,Arterial,Clear,30.0,0.0,752,61.0,43.2,8.8,56,MEDIUM
16,5,1,Highway,Rain,29.4,1.53,1737,96.2,26.0,19.1,74,HIGH
5,2,0,Highway,Clear,40.7,0.0,471,84.8,79.7,0.5,25,LOW
6,3,0,Arterial,Clear,32.9,0.0,474,56.7,46.0,1.2,8,LOW
13,0,0,Highway,Clear,24.9,0.0,984,86.8,64.2,4.2,47,MEDIUM
12,1,0,Urban,Rain,44.4,2.99,470,39.4,23.4,5.8,55,MEDIUM
7,1,0,Highway,Clear,25.4,0.0,773,91.1,74.6,2.1,14,LOW
9,0,0,Urban,Rain,28.0,1.7,710,41.3,17.5,33.2,76,HIGH
8,6,1,Arterial,Clear,22.2,0.0,364,52.5,48.2,1.7,33,LOW
17,3,0,Highway,Storm,33.0,5.62,2564,96.0,9.0,17.5,81,HIGH
1,1,0,Urban,Rain,39.8,6.78,306,41.4,30.9,7.6,40,MEDIUM
4,3,0,Arterial,Rain,17.6,4.91,338,63.5,53.3,0.3,19,LOW
4,5,1,Arterial,Rain,26.1,1.48,295,50.4,42.8,1.0,15,LOW
5,3,0,Highway,Clear,35.8,0.0,573,94.2,84.0,2.3,24,LOW
18,2,0,Arterial,Rain,20.6,2.0,941,56.0,24.7,27.4,85,HIGH
7,0,0,Highway,Clear,32.0,0.0,534,87.7,81.0,2.7,25,LOW
15,6,1,Arterial,Clear,18.9,0.0,1221,65.7,18.1,18.6,92,HIGH
12,3,0,Arterial,Clear,30.9,0.0,881,62.6,39.2,7.4,60,MEDIUM
0,6,1,Arterial,Clear,28.5,0.0,300,57.3,52.5,1.2,37,LOW
21,6,1,Arterial,Clear,48.0,0.0,233,63.2,59.9,0.7,32,LOW
19,5,1,Arterial,Clear,33.2,0.0,792,61.4,39.0,6.4,59,MEDIUM
16,4,0,Highway,Clear,12.8,0.0,1140,88.0,56.9,6.4,45,MEDIUM
6,0,0,Urban,Clear,27.5,0.0,230,41.4,37.0,0.3,31,LOW
